% LegID, total_time, time, PosX, PosY, PosZ, VelX, VelY, VelZ, Q1, Q2, Q3, Delta_Q1, Delta_Q2, Delta_Q3
% Robot velocity: 40.000, Arc radius: 100, Leg fase: 1
3,0.000,0.000, 219.055, 231.262, -57.653, -92.000, 128.000, 235.619, 35.729, 32.890, -93.788, 0.447, 1.409, -0.818;
3,0.010,0.010, 218.105, 232.520, -55.312, -92.505, 127.622, 235.297, 36.176, 34.287, -94.568, 0.447, 1.396, -0.781;
3,0.020,0.020, 217.151, 233.775, -52.984, -93.008, 127.242, 234.329, 36.623, 35.667, -95.310, 0.447, 1.380, -0.741;
3,0.030,0.030, 216.193, 235.026, -50.675, -93.510, 126.860, 232.719, 37.070, 37.026, -96.010, 0.447, 1.359, -0.701;
3,0.040,0.040, 215.230, 236.273, -48.391, -94.010, 126.477, 230.471, 37.517, 38.360, -96.669, 0.447, 1.334, -0.659;
3,0.050,0.050, 214.263, 237.517, -46.138, -94.509, 126.092, 227.591, 37.964, 39.666, -97.286, 0.447, 1.306, -0.616;
3,0.060,0.060, 213.291, 238.758, -43.923, -95.007, 125.705, 224.087, 38.411, 40.939, -97.859, 0.447, 1.273, -0.573;
3,0.070,0.070, 212.316, 239.995, -41.752, -95.503, 125.317, 219.970, 38.857, 42.176, -98.388, 0.447, 1.237, -0.530;
3,0.080,0.080, 211.337, 241.229, -39.631, -95.998, 124.926, 215.249, 39.304, 43.373, -98.875, 0.447, 1.197, -0.487;
3,0.090,0.090, 210.353, 242.459, -37.565, -96.491, 124.535, 209.938, 39.751, 44.528, -99.319, 0.447, 1.155, -0.444;
3,0.100,0.100, 209.366, 243.686, -35.560, -96.984, 124.141, 204.052, 40.197, 45.636, -99.720, 0.446, 1.109, -0.402;
3,0.110,0.110, 208.375, 244.910, -33.622, -97.474, 123.746, 197.607, 40.643, 46.696, -100.081, 0.446, 1.060, -0.360;
3,0.120,0.120, 207.380, 246.131, -31.755, -97.964, 123.350, 190.620, 41.090, 47.705, -100.401, 0.446, 1.008, -0.320;
3,0.130,0.130, 206.380, 247.348, -29.966, -98.452, 122.952, 183.111, 41.536, 48.660, -100.683, 0.446, 0.955, -0.281;
3,0.140,0.140, 205.377, 248.562, -28.259, -98.939, 122.552, 175.099, 41.981, 49.559, -100.927, 0.446, 0.899, -0.244;
3,0.150,0.150, 204.371, 249.773, -26.638, -99.425, 122.151, 166.608, 42.427, 50.400, -101.135, 0.446, 0.841, -0.209;
3,0.160,0.160, 203.360, 250.981, -25.109, -99.909, 121.748, 157.660, 42.872, 51.182, -101.310, 0.445, 0.782, -0.175;
3,0.170,0.170, 202.345, 252.185, -23.676, -100.392, 121.344, 148.280, 43.317, 51.903, -101.452, 0.445, 0.721, -0.143;
3,0.180,0.180, 201.326, 253.386, -22.342, -100.874, 120.938, 138.494, 43.762, 52.563, -101.565, 0.445, 0.660, -0.112;
