% LegID, total_time, time, PosX, PosY, PosZ, VelX, VelY, VelZ, Q1, Q2, Q3, Delta_Q1, Delta_Q2, Delta_Q3
% Robot velocity: 10.000, Arc radius: 1, Leg fase: 1
5,0.000,0.000, 228.393, -176.857, -57.421, 2000.000, 2110.000, 235.619, -20.145, 38.222, -106.005, 9.090, -0.033, 3.664;
5,0.010,0.010, 244.333, -152.026, -54.790, 1768.566, 2293.933, 235.297, -11.574, 37.434, -101.047, 8.571, -0.788, 4.958;
5,0.020,0.020, 257.640, -125.802, -52.137, 1520.259, 2453.334, 234.329, -3.545, 35.818, -94.831, 8.030, -1.616, 6.216;
5,0.030,0.030, 268.170, -98.494, -49.491, 1258.024, 2586.404, 232.719, 3.960, 33.331, -87.375, 7.504, -2.487, 7.456;
5,0.040,0.040, 275.809, -70.418, -46.873, 984.936, 2691.702, 230.471, 10.978, 29.933, -78.642, 7.018, -3.398, 8.733;
5,0.050,0.050, 280.464, -41.909, -44.295, 704.180, 2768.091, 227.591, 17.558, 25.546, -68.492, 6.581, -4.387, 10.150;
5,0.060,0.060, 282.039, -13.333, -41.758, 419.090, 2814.635, 224.087, 23.754, 19.987, -56.580, 6.195, -5.559, 11.911;
5,0.070,0.070, 280.383, 14.856, -39.242, 133.326, 2830.391, 219.970, 29.614, 12.809, -42.100, 5.860, -7.178, 14.480;
5,0.080,0.080, 275.023, 41.858, -36.654, -148.560, 2813.831, 215.249, 35.182, 2.736, -22.817, 5.569, -10.073, 19.283;
5,0.090,0.090, 262.341, 63.819, -33.144, -418.576, 2760.231, 209.938, 40.497, -16.521, 12.109, 5.315, -19.257, 34.926;
5,0.100,0.100, 232.826, 68.189, -27.265, -638.188, 2633.411, 204.052, 45.576, 22.453, -52.613, 5.079, 38.974, -64.723;
5,0.110,0.110, 223.652, 90.367, -25.169, -681.894, 2338.262, 197.607, 50.366, 14.485, -37.487, 4.790, -7.967, 15.126;
5,0.120,0.120, 211.636, 110.278, -23.068, -903.668, 2246.518, 190.620, 54.979, 3.467, -17.223, 4.614, -11.018, 20.264;
5,0.130,0.130, 192.766, 120.041, -19.922, -1102.781, 2126.362, 183.111, 59.437, -20.214, 24.703, 4.457, -23.681, 41.927;
5,0.140,0.140, 177.117, 133.901, -17.284, -1200.406, 1937.664, 175.099, 63.706, -2.883, -3.432, 4.270, 17.331, -28.135;
