% LegID, total_time, time, PosX, PosY, PosZ, VelX, VelY, VelZ, Q1, Q2, Q3, Delta_Q1, Delta_Q2, Delta_Q3
% Robot velocity: 80.000, Arc radius: 500, Leg fase: 3
4,0.000,0.000, 249.932, -41.200, -60.000, -6.400, -120.000, 0.000, -13.253, 37.766, -108.336, -0.378, -0.049, 0.131;
4,0.010,0.010, 249.862, -42.401, -60.000, -6.592, -119.989, 0.000, -13.630, 37.716, -108.201, -0.377, -0.050, 0.135;
4,0.020,0.020, 249.790, -43.601, -60.000, -6.784, -119.978, 0.000, -14.006, 37.664, -108.062, -0.376, -0.052, 0.139;
4,0.030,0.030, 249.716, -44.801, -60.000, -6.976, -119.966, 0.000, -14.382, 37.611, -107.919, -0.376, -0.053, 0.143;
4,0.040,0.040, 249.640, -46.001, -59.999, -7.168, -119.955, 0.000, -14.757, 37.556, -107.772, -0.375, -0.055, 0.147;
4,0.050,0.050, 249.562, -47.201, -59.999, -7.360, -119.942, 0.000, -15.131, 37.500, -107.622, -0.374, -0.056, 0.151;
4,0.060,0.060, 249.482, -48.401, -59.999, -7.552, -119.930, 0.000, -15.504, 37.442, -107.467, -0.373, -0.058, 0.155;
4,0.070,0.070, 249.401, -49.600, -59.999, -7.744, -119.917, 0.000, -15.876, 37.382, -107.308, -0.372, -0.060, 0.159;
4,0.080,0.080, 249.317, -50.800, -59.999, -7.936, -119.904, 0.000, -16.247, 37.321, -107.146, -0.371, -0.061, 0.163;
4,0.090,0.090, 249.232, -51.999, -59.999, -8.128, -119.891, 0.000, -16.618, 37.258, -106.979, -0.370, -0.063, 0.167;
4,0.100,0.100, 249.144, -53.199, -59.999, -8.320, -119.877, 0.000, -16.987, 37.193, -106.809, -0.369, -0.065, 0.171;
4,0.110,0.110, 249.055, -54.398, -59.998, -8.512, -119.863, 0.000, -17.356, 37.127, -106.634, -0.369, -0.066, 0.174;
4,0.120,0.120, 248.964, -55.597, -59.998, -8.704, -119.849, 0.000, -17.723, 37.059, -106.456, -0.368, -0.068, 0.178;
4,0.130,0.130, 248.870, -56.796, -59.998, -8.895, -119.834, 0.000, -18.090, 36.989, -106.273, -0.367, -0.070, 0.182;
4,0.140,0.140, 248.775, -57.994, -59.998, -9.087, -119.819, 0.000, -18.455, 36.918, -106.087, -0.366, -0.071, 0.186;
4,0.150,0.150, 248.678, -59.193, -59.998, -9.279, -119.804, 0.000, -18.820, 36.845, -105.897, -0.365, -0.073, 0.190;
4,0.160,0.160, 248.579, -60.391, -59.998, -9.471, -119.789, 0.000, -19.184, 36.770, -105.703, -0.364, -0.075, 0.194;
4,0.170,0.170, 248.478, -61.590, -59.997, -9.663, -119.773, 0.000, -19.546, 36.693, -105.504, -0.363, -0.077, 0.198;
4,0.180,0.180, 248.376, -62.788, -59.997, -9.854, -119.757, 0.000, -19.908, 36.615, -105.302, -0.362, -0.078, 0.202;
4,0.190,0.190, 248.271, -63.986, -59.997, -10.046, -119.740, 0.000, -20.268, 36.535, -105.096, -0.360, -0.080, 0.206;
4,0.200,0.200, 248.164, -65.183, -59.997, -10.238, -119.723, 0.000, -20.628, 36.453, -104.886, -0.359, -0.082, 0.210;
4,0.210,0.210, 248.056, -66.381, -59.996, -10.429, -119.706, 0.000, -20.986, 36.370, -104.672, -0.358, -0.084, 0.214;
4,0.220,0.220, 247.945, -67.578, -59.996, -10.621, -119.689, 0.000, -21.343, 36.284, -104.454, -0.357, -0.085, 0.218;
4,0.230,0.230, 247.833, -68.776, -59.996, -10.813, -119.671, 0.000, -21.699, 36.197, -104.232, -0.356, -0.087, 0.222;
4,0.240,0.240, 247.718, -69.973, -59.996, -11.004, -119.653, 0.000, -22.054, 36.108, -104.006, -0.355, -0.089, 0.226;
4,0.250,0.250, 247.602, -71.170, -59.995, -11.196, -119.635, 0.000, -22.408, 36.017, -103.776, -0.354, -0.091, 0.230;
4,0.260,0.260, 247.484, -72.366, -59.995, -11.387, -119.616, 0.000, -22.761, 35.924, -103.542, -0.353, -0.093, 0.234;
4,0.270,0.270, 247.364, -73.563, -59.995, -11.579, -119.597, 0.000, -23.112, 35.830, -103.305, -0.352, -0.095, 0.238;
4,0.280,0.280, 247.242, -74.759, -59.995, -11.770, -119.578, 0.000, -23.463, 35.734, -103.063, -0.350, -0.096, 0.242;
4,0.290,0.290, 247.118, -75.955, -59.994, -11.961, -119.559, 0.000, -23.812, 35.635, -102.817, -0.349, -0.098, 0.246;
4,0.300,0.300, 246.992, -77.151, -59.994, -12.153, -119.539, 0.000, -24.160, 35.535, -102.567, -0.348, -0.100, 0.250;
4,0.310,0.310, 246.864, -78.347, -59.994, -12.344, -119.519, 0.000, -24.507, 35.433, -102.313, -0.347, -0.102, 0.254;
4,0.320,0.320, 246.735, -79.543, -59.993, -12.536, -119.498, 0.000, -24.852, 35.329, -102.055, -0.346, -0.104, 0.258;
4,0.330,0.330, 246.603, -80.738, -59.993, -12.727, -119.478, 0.000, -25.197, 35.223, -101.793, -0.344, -0.106, 0.262;
4,0.340,0.340, 246.470, -81.933, -59.993, -12.918, -119.456, 0.000, -25.540, 35.115, -101.527, -0.343, -0.108, 0.266;
4,0.350,0.350, 246.334, -83.128, -59.992, -13.109, -119.435, 0.000, -25.882, 35.005, -101.257, -0.342, -0.110, 0.270;
4,0.360,0.360, 246.197, -84.323, -59.992, -13.300, -119.413, 0.000, -26.222, 34.894, -100.984, -0.341, -0.112, 0.274;
4,0.370,0.370, 246.057, -85.517, -59.992, -13.492, -119.391, 0.000, -26.562, 34.780, -100.705, -0.339, -0.114, 0.278;
4,0.380,0.380, 245.916, -86.711, -59.991, -13.683, -119.369, 0.000, -26.900, 34.664, -100.423, -0.338, -0.116, 0.282;
4,0.390,0.390, 245.773, -87.905, -59.991, -13.874, -119.347, 0.000, -27.237, 34.546, -100.137, -0.337, -0.118, 0.286;
4,0.400,0.400, 245.628, -89.099, -59.991, -14.065, -119.324, 0.000, -27.573, 34.426, -99.847, -0.336, -0.120, 0.290;
4,0.410,0.410, 245.481, -90.292, -59.990, -14.256, -119.300, 0.000, -27.907, 34.304, -99.553, -0.334, -0.122, 0.294;
4,0.420,0.420, 245.332, -91.486, -59.990, -14.447, -119.277, 0.000, -28.240, 34.180, -99.254, -0.333, -0.124, 0.298;
4,0.430,0.430, 245.181, -92.679, -59.989, -14.638, -119.253, 0.000, -28.572, 34.054, -98.952, -0.332, -0.126, 0.302;
4,0.440,0.440, 245.029, -93.871, -59.989, -14.829, -119.229, 0.000, -28.903, 33.926, -98.645, -0.331, -0.128, 0.307;
4,0.450,0.450, 244.874, -95.064, -59.989, -15.019, -119.205, 0.000, -29.232, 33.796, -98.335, -0.329, -0.130, 0.311;
4,0.460,0.460, 244.718, -96.256, -59.988, -15.210, -119.180, 0.000, -29.560, 33.664, -98.020, -0.328, -0.132, 0.315;
4,0.470,0.470, 244.559, -97.448, -59.988, -15.401, -119.155, 0.000, -29.887, 33.529, -97.701, -0.327, -0.135, 0.319;
4,0.480,0.480, 244.399, -98.640, -59.987, -15.592, -119.129, 0.000, -30.212, 33.393, -97.378, -0.325, -0.137, 0.323;
4,0.490,0.490, 244.236, -99.831, -59.987, -15.782, -119.104, 0.000, -30.536, 33.254, -97.051, -0.324, -0.139, 0.327;
4,0.500,0.500, 244.072, -101.023, -59.987, -15.973, -119.078, 0.000, -30.859, 33.113, -96.719, -0.323, -0.141, 0.331;
