% LegID, total_time, time, PosX, PosY, PosZ, VelX, VelY, VelZ, Q1, Q2, Q3, Delta_Q1, Delta_Q2, Delta_Q3
% Robot velocity: 80.000, Arc radius: 500, Leg fase: 3
0,0.000,0.000, -219.759, 149.553, -60.000, 24.000, -44.800, 0.000, 167.574, 40.143, -115.170, 0.131, 0.065, -0.200;
0,0.010,0.010, -219.519, 149.105, -59.999, 23.928, -44.839, 0.000, 167.705, 40.207, -115.369, 0.131, 0.064, -0.199;
0,0.020,0.020, -219.280, 148.657, -59.999, 23.857, -44.877, 0.000, 167.837, 40.270, -115.566, 0.132, 0.063, -0.197;
0,0.030,0.030, -219.041, 148.208, -59.999, 23.785, -44.915, 0.000, 167.970, 40.332, -115.762, 0.133, 0.062, -0.196;
0,0.040,0.040, -218.804, 147.759, -59.999, 23.713, -44.953, 0.000, 168.103, 40.394, -115.957, 0.133, 0.062, -0.195;
0,0.050,0.050, -218.566, 147.310, -59.998, 23.641, -44.991, 0.000, 168.237, 40.455, -116.151, 0.134, 0.061, -0.194;
0,0.060,0.060, -218.330, 146.860, -59.998, 23.570, -45.029, 0.000, 168.372, 40.515, -116.343, 0.135, 0.060, -0.192;
0,0.070,0.070, -218.094, 146.410, -59.998, 23.498, -45.067, 0.000, 168.507, 40.575, -116.534, 0.135, 0.059, -0.191;
0,0.080,0.080, -217.859, 145.960, -59.997, 23.426, -45.105, 0.000, 168.643, 40.633, -116.724, 0.136, 0.059, -0.190;
0,0.090,0.090, -217.625, 145.509, -59.997, 23.354, -45.143, 0.000, 168.780, 40.691, -116.913, 0.137, 0.058, -0.189;
0,0.100,0.100, -217.392, 145.058, -59.997, 23.281, -45.180, 0.000, 168.918, 40.749, -117.100, 0.137, 0.057, -0.187;
0,0.110,0.110, -217.159, 144.606, -59.997, 23.209, -45.217, 0.000, 169.056, 40.805, -117.286, 0.138, 0.057, -0.186;
0,0.120,0.120, -216.927, 144.154, -59.996, 23.137, -45.255, 0.000, 169.195, 40.861, -117.471, 0.139, 0.056, -0.185;
0,0.130,0.130, -216.695, 143.702, -59.996, 23.065, -45.292, 0.000, 169.334, 40.916, -117.654, 0.140, 0.055, -0.183;
0,0.140,0.140, -216.465, 143.249, -59.996, 22.992, -45.329, 0.000, 169.475, 40.971, -117.837, 0.140, 0.054, -0.182;
0,0.150,0.150, -216.235, 142.796, -59.996, 22.920, -45.366, 0.000, 169.616, 41.024, -118.018, 0.141, 0.054, -0.181;
0,0.160,0.160, -216.006, 142.343, -59.995, 22.847, -45.402, 0.000, 169.757, 41.077, -118.197, 0.142, 0.053, -0.180;
0,0.170,0.170, -215.777, 141.889, -59.995, 22.775, -45.439, 0.000, 169.900, 41.130, -118.376, 0.142, 0.052, -0.178;
0,0.180,0.180, -215.549, 141.435, -59.995, 22.702, -45.476, 0.000, 170.043, 41.181, -118.553, 0.143, 0.052, -0.177;
0,0.190,0.190, -215.322, 140.981, -59.995, 22.630, -45.512, 0.000, 170.187, 41.232, -118.729, 0.144, 0.051, -0.176;
0,0.200,0.200, -215.096, 140.526, -59.994, 22.557, -45.548, 0.000, 170.331, 41.282, -118.903, 0.145, 0.050, -0.175;
0,0.210,0.210, -214.870, 140.071, -59.994, 22.484, -45.585, 0.000, 170.476, 41.332, -119.077, 0.145, 0.050, -0.173;
0,0.220,0.220, -214.646, 139.615, -59.994, 22.411, -45.621, 0.000, 170.622, 41.381, -119.249, 0.146, 0.049, -0.172;
0,0.230,0.230, -214.422, 139.159, -59.994, 22.338, -45.657, 0.000, 170.769, 41.429, -119.419, 0.147, 0.048, -0.171;
