% LegID, total_time, time, PosX, PosY, PosZ, VelX, VelY, VelZ, Q1, Q2, Q3, Delta_Q1, Delta_Q2, Delta_Q3
% Robot velocity: 20.000, Arc radius: 100, Leg fase: 1
5,0.000,0.000, 210.373, -199.365, -57.655, 40.000, 62.000, 235.619, -28.997, 39.852, -110.498, 0.238, 1.597, -0.829;
5,0.010,0.010, 210.746, -198.730, -55.317, 39.873, 62.075, 235.297, -28.760, 41.445, -111.295, 0.237, 1.593, -0.797;
5,0.020,0.020, 211.117, -198.094, -52.991, 39.746, 62.149, 234.329, -28.522, 43.028, -112.057, 0.237, 1.583, -0.762;
5,0.030,0.030, 211.488, -197.457, -50.685, 39.619, 62.223, 232.719, -28.285, 44.597, -112.782, 0.237, 1.569, -0.725;
5,0.040,0.040, 211.858, -196.821, -48.403, 39.491, 62.298, 230.471, -28.048, 46.147, -113.468, 0.237, 1.550, -0.687;
5,0.050,0.050, 212.227, -196.184, -46.154, 39.364, 62.372, 227.591, -27.811, 47.672, -114.115, 0.237, 1.525, -0.647;
5,0.060,0.060, 212.596, -195.547, -43.941, 39.237, 62.445, 224.087, -27.574, 49.168, -114.721, 0.237, 1.496, -0.606;
5,0.070,0.070, 212.965, -194.910, -41.772, 39.109, 62.519, 219.970, -27.337, 50.629, -115.286, 0.237, 1.461, -0.565;
5,0.080,0.080, 213.333, -194.273, -39.653, 38.982, 62.593, 215.249, -27.100, 52.052, -115.810, 0.237, 1.422, -0.523;
5,0.090,0.090, 213.701, -193.636, -37.589, 38.855, 62.667, 209.938, -26.863, 53.430, -116.291, 0.237, 1.379, -0.482;
5,0.100,0.100, 214.070, -192.998, -35.586, 38.727, 62.740, 204.052, -26.627, 54.761, -116.732, 0.237, 1.331, -0.441;
5,0.110,0.110, 214.438, -192.361, -33.649, 38.600, 62.814, 197.607, -26.390, 56.039, -117.132, 0.237, 1.278, -0.400;
5,0.120,0.120, 214.806, -191.724, -31.785, 38.472, 62.888, 190.620, -26.154, 57.262, -117.493, 0.236, 1.223, -0.361;
5,0.130,0.130, 215.174, -191.086, -29.997, 38.345, 62.961, 183.111, -25.917, 58.425, -117.815, 0.236, 1.163, -0.322;
5,0.140,0.140, 215.542, -190.449, -28.291, 38.217, 63.035, 175.099, -25.681, 59.526, -118.101, 0.236, 1.101, -0.285;
5,0.150,0.150, 215.910, -189.811, -26.672, 38.090, 63.108, 166.608, -25.445, 60.562, -118.351, 0.236, 1.036, -0.250;
5,0.160,0.160, 216.278, -189.174, -25.144, 37.962, 63.182, 157.660, -25.209, 61.530, -118.568, 0.236, 0.968, -0.217;
5,0.170,0.170, 216.646, -188.536, -23.711, 37.835, 63.256, 148.280, -24.974, 62.428, -118.753, 0.236, 0.898, -0.185;
5,0.180,0.180, 217.014, -187.898, -22.378, 37.707, 63.329, 138.494, -24.738, 63.255, -118.908, 0.236, 0.827, -0.156;
5,0.190,0.190, 217.382, -187.261, -21.147, 37.580, 63.403, 128.328, -24.503, 64.009, -119.036, 0.235, 0.754, -0.128;
5,0.200,0.200, 217.750, -186.622, -20.024, 37.452, 63.476, 117.810, -24.267, 64.689, -119.139, 0.235, 0.680, -0.102;
5,0.210,0.210, 218.117, -185.984, -19.010, 37.324, 63.550, 106.969, -24.032, 65.294, -119.217, 0.235, 0.605, -0.079;
5,0.220,0.220, 218.485, -185.345, -18.108, 37.197, 63.623, 95.835, -23.797, 65.823, -119.274, 0.235, 0.529, -0.057;
5,0.230,0.230, 218.851, -184.706, -17.321, 37.069, 63.697, 84.438, -23.562, 66.276, -119.311, 0.235, 0.453, -0.037;
5,0.240,0.240, 219.218, -184.067, -16.652, 36.941, 63.770, 72.810, -23.327, 66.653, -119.329, 0.235, 0.377, -0.018;
5,0.250,0.250, 219.583, -183.427, -16.102, 36.813, 63.844, 60.983, -23.093, 66.953, -119.330, 0.235, 0.300, -0.001;
5,0.260,0.260, 219.948, -182.786, -15.672, 36.685, 63.917, 48.988, -22.859, 67.176, -119.316, 0.234, 0.223, 0.015;
5,0.270,0.270, 220.312, -182.145, -15.365, 36.557, 63.990, 36.859, -22.624, 67.323, -119.286, 0.234, 0.147, 0.030;
5,0.280,0.280, 220.675, -181.504, -15.180, 36.429, 64.062, 24.629, -22.390, 67.393, -119.242, 0.234, 0.070, 0.044;
5,0.290,0.290, 221.037, -180.862, -15.118, 36.301, 64.135, 12.331, -22.157, 67.387, -119.185, 0.234, -0.006, 0.057;
