% LegID, total_time, time, PosX, PosY, PosZ, VelX, VelY, VelZ, Q1, Q2, Q3, Delta_Q1, Delta_Q2, Delta_Q3
% Robot velocity: 80.000, Arc radius: -500, Leg fase: 1
3,0.000,0.000, 220.350, 230.435, -57.644, 36.800, 44.800, 235.619, 35.326, 32.705, -93.367, 0.043, 1.224, -0.398;
3,0.010,0.010, 220.700, 230.870, -55.295, 36.870, 44.744, 235.297, 35.369, 33.910, -93.729, 0.043, 1.204, -0.362;
3,0.020,0.020, 221.052, 231.305, -52.958, 36.939, 44.688, 234.329, 35.411, 35.091, -94.053, 0.042, 1.181, -0.324;
3,0.030,0.030, 221.404, 231.740, -50.639, 37.009, 44.632, 232.719, 35.453, 36.243, -94.338, 0.042, 1.153, -0.285;
3,0.040,0.040, 221.758, 232.174, -48.347, 37.078, 44.575, 230.471, 35.495, 37.364, -94.583, 0.042, 1.121, -0.245;
3,0.050,0.050, 222.113, 232.608, -46.085, 37.148, 44.519, 227.591, 35.536, 38.450, -94.787, 0.041, 1.085, -0.204;
3,0.060,0.060, 222.470, 233.042, -43.861, 37.217, 44.462, 224.087, 35.576, 39.496, -94.950, 0.041, 1.046, -0.163;
3,0.070,0.070, 222.828, 233.476, -41.682, 37.287, 44.405, 219.970, 35.616, 40.499, -95.071, 0.040, 1.003, -0.121;
3,0.080,0.080, 223.187, 233.910, -39.552, 37.356, 44.348, 215.249, 35.656, 41.457, -95.151, 0.040, 0.958, -0.080;
3,0.090,0.090, 223.548, 234.343, -37.477, 37.426, 44.290, 209.938, 35.695, 42.366, -95.190, 0.039, 0.909, -0.039;
3,0.100,0.100, 223.911, 234.777, -35.464, 37.495, 44.232, 204.052, 35.734, 43.224, -95.190, 0.039, 0.858, 0.001;
3,0.110,0.110, 224.275, 235.211, -33.519, 37.564, 44.174, 197.607, 35.772, 44.029, -95.150, 0.038, 0.805, 0.040;
3,0.120,0.120, 224.640, 235.645, -31.645, 37.634, 44.116, 190.620, 35.810, 44.779, -95.073, 0.038, 0.750, 0.077;
3,0.130,0.130, 225.007, 236.079, -29.849, 37.703, 44.058, 183.111, 35.848, 45.472, -94.959, 0.037, 0.693, 0.114;
3,0.140,0.140, 225.376, 236.513, -28.135, 37.773, 43.999, 175.099, 35.885, 46.107, -94.811, 0.037, 0.635, 0.148;
3,0.150,0.150, 225.746, 236.946, -26.509, 37.842, 43.940, 166.608, 35.921, 46.683, -94.630, 0.037, 0.576, 0.181;
3,0.160,0.160, 226.118, 237.380, -24.974, 37.911, 43.881, 157.660, 35.957, 47.199, -94.417, 0.036, 0.516, 0.212;
3,0.170,0.170, 226.491, 237.814, -23.536, 37.981, 43.821, 148.280, 35.993, 47.654, -94.176, 0.036, 0.455, 0.241;
3,0.180,0.180, 226.866, 238.248, -22.197, 38.050, 43.761, 138.494, 36.028, 48.048, -93.907, 0.035, 0.394, 0.269;
3,0.190,0.190, 227.242, 238.682, -20.962, 38.120, 43.701, 128.328, 36.063, 48.381, -93.613, 0.035, 0.333, 0.294;
3,0.200,0.200, 227.620, 239.116, -19.834, 38.189, 43.641, 117.810, 36.098, 48.652, -93.296, 0.034, 0.272, 0.318;
3,0.210,0.210, 227.999, 239.549, -18.816, 38.259, 43.581, 106.969, 36.132, 48.863, -92.957, 0.034, 0.211, 0.339;
3,0.220,0.220, 228.379, 239.983, -17.912, 38.328, 43.520, 95.835, 36.165, 49.013, -92.597, 0.034, 0.150, 0.359;
3,0.230,0.230, 228.760, 240.416, -17.123, 38.397, 43.459, 84.438, 36.198, 49.102, -92.220, 0.033, 0.090, 0.378;
3,0.240,0.240, 229.143, 240.848, -16.451, 38.467, 43.398, 72.810, 36.231, 49.132, -91.825, 0.033, 0.030, 0.395;
3,0.250,0.250, 229.527, 241.281, -15.900, 38.536, 43.337, 60.983, 36.263, 49.102, -91.415, 0.032, -0.030, 0.410;
3,0.260,0.260, 229.911, 241.713, -15.469, 38.605, 43.276, 48.988, 36.295, 49.014, -90.990, 0.032, -0.088, 0.425;
3,0.270,0.270, 230.297, 242.145, -15.161, 38.674, 43.214, 36.859, 36.327, 48.867, -90.551, 0.032, -0.147, 0.439;
3,0.280,0.280, 230.683, 242.576, -14.976, 38.743, 43.153, 24.629, 36.358, 48.663, -90.099, 0.031, -0.204, 0.452;
3,0.290,0.290, 231.070, 243.006, -14.914, 38.812, 43.091, 12.331, 36.389, 48.402, -89.634, 0.031, -0.261, 0.465;
3,0.300,0.300, 231.457, 243.436, -14.976, 38.881, 43.029, -0.000, 36.419, 48.084, -89.156, 0.030, -0.317, 0.477;
3,0.310,0.310, 231.846, 243.865, -15.162, 38.950, 42.967, -12.331, 36.449, 47.711, -88.666, 0.030, -0.373, 0.490;
3,0.320,0.320, 232.234, 244.293, -15.472, 39.018, 42.905, -24.629, 36.478, 47.283, -88.163, 0.030, -0.428, 0.503;
3,0.330,0.330, 232.623, 244.721, -15.903, 39.087, 42.843, -36.859, 36.508, 46.801, -87.647, 0.029, -0.482, 0.517;
3,0.340,0.340, 233.013, 245.147, -16.456, 39.155, 42.780, -48.988, 36.536, 46.265, -87.116, 0.029, -0.536, 0.531;
3,0.350,0.350, 233.402, 245.573, -17.128, 39.224, 42.718, -60.983, 36.565, 45.675, -86.570, 0.028, -0.590, 0.546;
3,0.360,0.360, 233.792, 245.997, -17.918, 39.292, 42.656, -72.810, 36.593, 45.033, -86.007, 0.028, -0.642, 0.563;
3,0.370,0.370, 234.182, 246.421, -18.824, 39.360, 42.593, -84.438, 36.620, 44.338, -85.427, 0.028, -0.694, 0.580;
3,0.380,0.380, 234.571, 246.843, -19.843, 39.427, 42.531, -95.835, 36.648, 43.593, -84.827, 0.027, -0.746, 0.600;
3,0.390,0.390, 234.961, 247.264, -20.972, 39.495, 42.469, -106.969, 36.674, 42.796, -84.206, 0.027, -0.797, 0.621;
3,0.400,0.400, 235.350, 247.684, -22.209, 39.562, 42.406, -117.810, 36.701, 41.950, -83.563, 0.027, -0.847, 0.644;
3,0.410,0.410, 235.740, 248.102, -23.550, 39.629, 42.344, -128.328, 36.727, 41.054, -82.894, 0.026, -0.896, 0.668;
3,0.420,0.420, 236.129, 248.520, -24.991, 39.696, 42.282, -138.494, 36.753, 40.109, -82.199, 0.026, -0.944, 0.695;
3,0.430,0.430, 236.518, 248.936, -26.528, 39.763, 42.219, -148.280, 36.778, 39.117, -81.475, 0.025, -0.992, 0.724;
3,0.440,0.440, 236.907, 249.350, -28.157, 39.830, 42.157, -157.660, 36.803, 38.079, -80.720, 0.025, -1.039, 0.755;
3,0.450,0.450, 237.295, 249.764, -29.875, 39.896, 42.095, -166.608, 36.828, 36.994, -79.931, 0.025, -1.084, 0.788;
3,0.460,0.460, 237.683, 250.175, -31.675, 39.962, 42.033, -175.099, 36.853, 35.866, -79.108, 0.024, -1.129, 0.824;
3,0.470,0.470, 238.070, 250.586, -33.553, 40.028, 41.971, -183.111, 36.877, 34.694, -78.247, 0.024, -1.172, 0.861;
3,0.480,0.480, 238.458, 250.995, -35.504, 40.094, 41.909, -190.620, 36.900, 33.480, -77.346, 0.024, -1.214, 0.900;
3,0.490,0.490, 238.844, 251.403, -37.522, 40.159, 41.847, -197.607, 36.924, 32.226, -76.405, 0.023, -1.254, 0.942;
3,0.500,0.500, 239.231, 251.809, -39.603, 40.224, 41.785, -204.052, 36.947, 30.933, -75.420, 0.023, -1.293, 0.985;
3,0.510,0.510, 239.617, 252.214, -41.740, 40.289, 41.723, -209.938, 36.969, 29.603, -74.390, 0.023, -1.330, 1.030;
3,0.520,0.520, 240.003, 252.617, -43.927, 40.354, 41.661, -215.249, 36.992, 28.237, -73.314, 0.022, -1.366, 1.076;
3,0.530,0.530, 240.388, 253.020, -46.159, 40.419, 41.600, -219.970, 37.014, 26.837, -72.190, 0.022, -1.400, 1.124;
3,0.540,0.540, 240.773, 253.420, -48.428, 40.483, 41.538, -224.087, 37.035, 25.406, -71.017, 0.022, -1.431, 1.173;
3,0.550,0.550, 241.158, 253.820, -50.730, 40.547, 41.476, -227.591, 37.057, 23.944, -69.793, 0.021, -1.462, 1.224;
3,0.560,0.560, 241.543, 254.218, -53.057, 40.611, 41.415, -230.471, 37.078, 22.455, -68.518, 0.021, -1.490, 1.275;
3,0.570,0.570, 241.927, 254.615, -55.404, 40.675, 41.353, -232.719, 37.099, 20.939, -67.190, 0.021, -1.516, 1.328;
3,0.580,0.580, 242.312, 255.010, -57.763, 40.738, 41.292, -234.329, 37.119, 19.399, -65.809, 0.020, -1.540, 1.381;
3,0.590,0.590, 242.696, 255.405, -60.128, 40.802, 41.230, -235.297, 37.139, 17.837, -64.374, 0.020, -1.562, 1.435;
3,0.600,0.600, 242.285, 254.992, -60.127, -40.865, -41.169, 0.000, 37.119, 18.134, -64.965, -0.020, 0.297, -0.590;
3,0.610,0.610, 241.875, 254.579, -60.126, -40.799, -41.234, 0.000, 37.099, 18.428, -65.550, -0.020, 0.294, -0.585;
3,0.620,0.620, 241.466, 254.165, -60.125, -40.733, -41.300, 0.000, 37.079, 18.719, -66.130, -0.020, 0.291, -0.580;
3,0.630,0.630, 241.058, 253.750, -60.125, -40.666, -41.365, 0.000, 37.058, 19.007, -66.705, -0.021, 0.288, -0.575;
3,0.640,0.640, 240.650, 253.334, -60.124, -40.600, -41.431, 0.000, 37.037, 19.292, -67.276, -0.021, 0.285, -0.571;
3,0.650,0.650, 240.243, 252.918, -60.123, -40.534, -41.496, 0.000, 37.015, 19.574, -67.842, -0.021, 0.282, -0.566;
3,0.660,0.660, 239.837, 252.502, -60.122, -40.467, -41.561, 0.000, 36.994, 19.853, -68.403, -0.022, 0.279, -0.561;
3,0.670,0.670, 239.431, 252.085, -60.122, -40.400, -41.626, 0.000, 36.971, 20.130, -68.960, -0.022, 0.277, -0.557;
3,0.680,0.680, 239.026, 251.667, -60.121, -40.334, -41.691, 0.000, 36.949, 20.404, -69.513, -0.022, 0.274, -0.553;
3,0.690,0.690, 238.622, 251.248, -60.120, -40.267, -41.756, 0.000, 36.926, 20.675, -70.061, -0.023, 0.271, -0.549;
3,0.700,0.700, 238.218, 250.829, -60.119, -40.200, -41.821, 0.000, 36.903, 20.944, -70.606, -0.023, 0.269, -0.544;
3,0.710,0.710, 237.815, 250.410, -60.119, -40.133, -41.885, 0.000, 36.880, 21.211, -71.146, -0.023, 0.266, -0.540;
3,0.720,0.720, 237.413, 249.989, -60.118, -40.066, -41.950, 0.000, 36.856, 21.474, -71.683, -0.024, 0.264, -0.536;
